log_freq,syllabus_tfidf,jd_tfidf,ratio,is_strong_match
0.0,0.8143804939496881,0.4210294209005286,1.9342557058177308,1
1.9459101490553132,0.3798890324576802,0.09605748642572474,3.954768043856506,1
1.791759469228055,0.9438389540573465,0.5379836503051232,1.7543975530194758,1
1.3862943611198906,0.5972177687413606,0.12994167800379425,4.596009393649115,1
1.3862943611198906,0.07531734822286301,0.04608253878488544,1.6343655502334322,1
1.9459101490553132,0.8637472552132306,0.46514942715756236,1.856920266614417,1
0.0,0.4240852643670615,0.6282575667961535,0.675017081788017,1
1.791759469228055,0.09581186732433895,0.8407871260004142,0.11395482923874184,0
0.6931471805599453,0.10485114343297447,0.7639019100116384,0.13725715933112104,1
0.0,0.6379005352841245,0.8441370380196861,0.7556827278872701,1
1.6094379124341003,0.025741368950741098,0.7394999990908805,0.034809106387126906,0
2.0794415416798357,0.22321330879793883,0.6789120422810804,0.3287804105927385,1
1.791759469228055,0.09431099847539653,0.006405119136882946,14.7220175679227,1
1.9459101490553132,0.3744706651125529,0.5974613806112051,0.6267686088109324,1
1.791759469228055,0.3474125924994418,0.09750201890319878,3.563095752392588,1
1.9459101490553132,0.45822757889414045,0.04418087840951309,10.371391968601237,1
1.6094379124341003,0.21672664638954262,0.12992644056222838,1.6680590755248657,1
0.6931471805599453,0.016102354716088185,0.8074383607890027,0.01994249413399107,0
1.9459101490553132,0.55735212773663,0.7221601411070444,0.7717836034243427,1
1.3862943611198906,0.30693952960994736,0.9437962541908708,0.3252176547950338,0
1.6094379124341003,0.5978129218104756,0.9768983492643967,0.6119493500130055,1
1.0986122886681098,0.06971352982130954,0.8832598787275344,0.0789274511079241,1
0.6931471805599453,0.005847887778802853,0.1086353362698476,0.053829942904894845,1
2.0794415416798357,0.18791436912974213,0.8670660330605023,0.21672415391743974,0
1.9459101490553132,0.39028598903002526,0.8240081324237009,0.47364279553802613,1
1.791759469228055,0.3271076187260635,0.8591461739638803,0.38073525542413705,1
1.3862943611198906,0.776920623697998,0.1256142307354728,6.184923748092925,1
1.9459101490553132,0.31100421121313093,0.09422229985414639,3.3007144909438755,1
1.6094379124341003,0.46726653506465654,0.9165166216016839,0.5098282063012306,0
1.3862943611198906,0.5347103118504429,0.14592442616638968,3.6642710314290676,1
1.3862943611198906,0.010160093506687977,0.3336099750059971,0.030454913860388844,0
0.6931471805599453,0.45113199375540247,0.42154646756013775,1.0701807707836466,0
0.0,0.27869421501256875,0.10103357184475881,2.7584044740723677,1
1.6094379124341003,0.3543930269193876,0.013997434289383054,25.316618958462577,1
2.0794415416798357,0.06331340036869475,0.9935014408987372,0.0637274733934428,0
0.0,0.7454090683372028,0.8651926251040291,0.8615517344427687,0
1.9459101490553132,0.9312894511173944,0.9040059804516973,1.030179491149576,1
1.9459101490553132,0.010404870050975531,0.2509553104020702,0.041460882311767124,1
1.0986122886681098,0.5432159398008863,0.18918446031703987,2.871340846651518,1
1.791759469228055,0.7237784561144703,0.3910217288424296,1.8509881976864095,1
0.6931471805599453,0.22154495674324706,0.41883667489744897,0.5289518350933727,1
